Shipment_ID,Origin,Destination,Distance_km,Shipment_Mode,Carrier,Quantity,Weight_kg,Volume_m3,Shipment_Value_INR,Weather_Conditions,Traffic_Conditions,Planned_Duration_Days,Actual_Duration_Days,Delay_Days,Status
SH1589,Kochi,Chennai,5019,Ocean,Gati,1453,1277.04,3.582,1788229.61,Sunny,Low,10,10.11,0.11,On Time
SH1590,Mumbai,Hyderabad,776,Road,Blue Dart,1839,18649.41,49.209,70357562.62,Foggy,Low,2,3.62,1.62,Delayed
SH1591,Mumbai,Kolkata,8348,Ocean,TCI,1231,3617.31,19.366,5564357.21,Sunny,Moderate,16,15.41,-0.59,On Time
SH1592,Ahmedabad,Delhi,11283,Air,SCI,3289,21843.61,47.713,237443731.38,Sunny,Low,9,9.8,0.8,On Time
SH1593,Ahmedabad,Mumbai,10981,Ocean,Gati,414,3188.62,8.3,3399318.44,Foggy,Low,21,22.69,1.69,Delayed
SH1594,Kochi,Delhi,3967,Rail,SCI,402,1616.54,4.26,3909939.21,Sunny,High,9,10.76,1.76,Delayed
SH1595,Hyderabad,Chennai,4865,Ocean,Gati,5379,41612.06,105.411,64804215.24,Sunny,High,10,10.15,0.15,On Time
SH1596,Kolkata,Mumbai,8108,Ocean,CONCOR,9341,41866.92,96.755,52725857.07,Sunny,High,16,15.07,-0.93,On Time
SH1597,Bengaluru,Delhi,1204,Road,SCI,4268,39987.26,173.982,219654558.92,Rainy,Low,3,4.12,1.12,Delayed
SH1598,Delhi,Chennai,10313,Air,Blue Dart,5358,52574.62,114.214,517400178.86,Sunny,Moderate,8,8.09,0.09,On Time
SH1599,Ahmedabad,Mumbai,6240,Air,CONCOR,4943,30364.77,100.044,404525042.14,Sunny,High,5,5.88,0.88,On Time
SH1600,Ahmedabad,Hyderabad,6597,Ocean,Blue Dart,4940,34610.1,86.494,60487106.27,Foggy,High,13,13.88,0.88,On Time
SH1601,Kochi,Hyderabad,1995,Road,Blue Dart,9311,41401.36,119.466,133915130.23,Stormy,Low,5,7.32,2.32,Delayed
SH1602,Kolkata,Hyderabad,5933,Air,Gati,5056,58817.92,139.101,479786269.34,Rainy,Moderate,4,7.49,3.49,Delayed
SH1603,Kolkata,Bengaluru,14093,Ocean,CONCOR,8428,57747.7,344.397,57566383.74,Rainy,Moderate,28,29.02,1.02,Delayed
SH1604,Hyderabad,Kochi,11759,Air,SCI,7052,34849.0,109.005,365390565.0,Sunny,High,9,9.57,0.57,On Time
SH1605,Delhi,Mumbai,10203,Ocean,SCI,306,3645.95,9.578,3654638.5,Sunny,High,20,20.41,0.41,On Time
SH1606,Mumbai,Kochi,1271,Road,Blue Dart,4201,42801.2,106.251,138995357.91,Sunny,Moderate,3,1.89,-1.11,On Time
SH1607,Delhi,Mumbai,7515,Air,SCI,9826,9499.14,20.219,131382283.16,Sunny,Moderate,6,10.41,4.41,Delayed
SH1608,Ahmedabad,Delhi,4246,Ocean,TCI,9033,107289.63,655.195,162020433.15,Sunny,High,10,9.62,-0.38,On Time
SH1609,Bengaluru,Ahmedabad,5108,Air,Gati,3664,9801.55,27.947,93180443.5,Stormy,High,4,9.59,5.59,Delayed
SH1610,Delhi,Ahmedabad,1019,Road,Blue Dart,7888,16884.46,51.449,88592609.6,Sunny,Moderate,2,2.15,0.15,On Time
SH1611,Bengaluru,Kolkata,1772,Road,Blue Dart,7764,48194.21,141.514,168103892.18,Stormy,High,5,8.52,3.52,Delayed
SH1612,Delhi,Ahmedabad,3296,Rail,TCI,9686,26513.5,65.29,60179241.79,Stormy,Moderate,8,9.42,1.42,Delayed
SH1613,Hyderabad,Mumbai,14576,Ocean,CONCOR,3791,19455.54,54.638,20135444.9,Sunny,Low,29,29.29,0.29,On Time
SH1614,Ahmedabad,Mumbai,2366,Rail,Blue Dart,9727,114024.9,455.752,312618007.64,Rainy,Low,5,5.13,0.13,On Time
SH1615,Chennai,Kolkata,10641,Air,CONCOR,3938,15618.13,42.315,141403616.94,Sunny,Moderate,8,8.35,0.35,On Time
SH1616,Chennai,Hyderabad,8311,Ocean,Blue Dart,8898,13609.33,45.091,17132329.91,Rainy,Low,16,16.42,0.42,On Time
SH1617,Kochi,Mumbai,3822,Rail,SCI,3189,15910.97,53.84,44885812.54,Sunny,Low,9,9.3,0.3,On Time
SH1618,Chennai,Mumbai,3031,Rail,Gati,2226,12891.17,59.214,30528232.19,Sunny,High,7,8.15,1.15,Delayed
SH1619,Bengaluru,Hyderabad,1187,Rail,Blue Dart,5951,54549.94,112.596,182805394.31,Stormy,Moderate,3,4.44,1.44,Delayed
SH1620,Ahmedabad,Hyderabad,1345,Road,CONCOR,6487,48302.57,106.167,275183947.07,Rainy,Moderate,3,3.2,0.2,On Time
SH1621,Mumbai,Chennai,8239,Ocean,Blue Dart,4478,46962.92,106.239,77945536.72,Rainy,Low,16,16.36,0.36,On Time
SH1622,Ahmedabad,Delhi,4864,Ocean,SCI,8713,5635.59,12.385,7524983.81,Sunny,Low,10,9.32,-0.68,On Time
SH1623,Mumbai,Kolkata,11287,Ocean,CONCOR,8173,91809.67,203.768,141610973.49,Sunny,Low,22,22.15,0.15,On Time
SH1624,Bengaluru,Ahmedabad,10107,Ocean,SCI,9728,65596.86,148.573,69865557.53,Sunny,Moderate,20,19.72,-0.28,On Time
SH1625,Delhi,Mumbai,727,Road,SCI,9950,7557.41,39.881,35226481.09,Stormy,Low,2,3.65,1.65,Delayed
SH1626,Delhi,Mumbai,10282,Air,Gati,6299,43740.32,107.997,458569991.69,Rainy,Moderate,8,8.97,0.97,On Time
SH1627,Chennai,Delhi,8512,Ocean,SCI,4312,11862.65,27.0,19666437.14,Sunny,High,17,17.5,0.5,On Time
SH1628,Kolkata,Mumbai,2556,Rail,Blue Dart,9133,29608.39,61.731,90499590.65,Sunny,Moderate,6,6.35,0.35,On Time
SH1629,Bengaluru,Hyderabad,3258,Rail,SCI,4149,27295.1,62.934,89723402.17,Rainy,Low,8,10.4,2.4,Delayed
SH1630,Ahmedabad,Hyderabad,543,Road,Blue Dart,4311,38502.66,210.488,214487325.34,Rainy,Moderate,1,3.18,2.18,Delayed
SH1631,Mumbai,Chennai,10152,Ocean,Blue Dart,5964,39644.96,102.629,51960924.22,Rainy,Moderate,20,20.17,0.17,On Time
SH1632,Ahmedabad,Hyderabad,1488,Rail,Gati,9074,107867.71,483.078,217959092.94,Foggy,Low,3,4.76,1.76,Delayed
SH1633,Mumbai,Ahmedabad,4952,Ocean,Blue Dart,2534,6478.61,13.912,8380966.37,Sunny,Moderate,10,9.08,-0.92,On Time
SH1634,Mumbai,Bengaluru,544,Road,SCI,6889,48274.15,235.446,235435772.39,Rainy,Moderate,1,3.67,2.67,Delayed
SH1635,Kolkata,Bengaluru,3073,Rail,CONCOR,7414,60606.03,366.54,155853753.39,Rainy,Low,7,7.92,0.92,On Time
SH1636,Mumbai,Bengaluru,9729,Ocean,SCI,3733,22623.86,58.024,36523158.09,Sunny,High,19,19.85,0.85,On Time
SH1637,Kolkata,Hyderabad,5142,Air,SCI,6234,49162.56,300.824,607170000.94,Stormy,Moderate,4,8.29,4.29,Delayed
SH1638,Kochi,Hyderabad,3759,Rail,SCI,6526,61033.64,176.156,216362054.69,Rainy,Moderate,9,12.64,3.64,Delayed
SH1639,Kochi,Kolkata,3358,Air,Gati,7548,18477.95,50.309,240821991.45,Rainy,Moderate,2,3.04,1.04,Delayed
SH1640,Chennai,Ahmedabad,7722,Air,SCI,4235,45831.02,188.895,594834463.05,Sunny,Low,6,7.09,1.09,Delayed
SH1641,Chennai,Ahmedabad,4501,Air,CONCOR,3130,2768.19,9.945,26739292.45,Sunny,Low,3,3.52,0.52,On Time
SH1642,Chennai,Kochi,1588,Road,SCI,3966,4477.11,15.302,15723206.8,Sunny,Moderate,4,5.49,1.49,Delayed
SH1643,Mumbai,Ahmedabad,5211,Ocean,TCI,1210,11878.1,65.752,17727277.54,Foggy,Low,10,17.6,7.6,Delayed
SH1644,Bengaluru,Mumbai,378,Road,Gati,2010,11285.53,67.882,34720282.73,Foggy,Low,1,3.62,2.62,Delayed
SH1645,Hyderabad,Kochi,1241,Road,Gati,641,4845.47,26.815,19776712.14,Rainy,Moderate,3,5.05,2.05,Delayed
SH1646,Ahmedabad,Kolkata,11494,Air,SCI,882,3469.17,7.33,33334036.36,Rainy,Moderate,9,10.94,1.94,Delayed
SH1647,Kolkata,Delhi,1230,Rail,CONCOR,8543,95070.88,599.677,286875762.75,Rainy,Low,3,4.43,1.43,Delayed
SH1648,Chennai,Kolkata,3586,Rail,TCI,8311,85952.06,221.343,199968526.67,Sunny,High,8,9.7,1.7,Delayed
SH1649,Bengaluru,Hyderabad,1571,Road,Gati,8285,84595.04,361.938,350601504.01,Rainy,Moderate,4,6.12,2.12,Delayed
SH1650,Chennai,Hyderabad,3782,Rail,SCI,9500,66673.57,243.291,177818872.73,Sunny,Moderate,9,10.52,1.52,Delayed
SH1651,Mumbai,Hyderabad,5189,Ocean,SCI,7392,42430.82,117.214,65392916.16,Sunny,High,10,9.64,-0.36,On Time
SH1652,Delhi,Bengaluru,7023,Air,SCI,4017,12562.86,27.717,103433312.0,Foggy,Low,5,8.24,3.24,Delayed
SH1653,Bengaluru,Mumbai,13447,Ocean,Blue Dart,939,3599.78,23.212,5193990.8,Sunny,Low,26,26.33,0.33,On Time
SH1654,Delhi,Kolkata,1680,Road,Gati,5433,51231.01,124.285,200545825.86,Rainy,High,4,6.22,2.22,Delayed
SH1655,Hyderabad,Kochi,2297,Rail,Blue Dart,1165,8141.3,25.209,26709798.59,Sunny,High,5,6.0,1.0,On Time
SH1656,Hyderabad,Delhi,12051,Ocean,SCI,6695,40535.79,87.404,72374677.07,Sunny,Moderate,24,25.14,1.14,Delayed
SH1657,Ahmedabad,Hyderabad,14944,Ocean,CONCOR,1934,3866.15,9.02,4993565.1,Sunny,High,29,28.86,-0.14,On Time
SH1658,Chennai,Ahmedabad,9144,Air,Blue Dart,8954,74557.32,387.426,655831081.98,Sunny,Moderate,7,6.4,-0.6,On Time
SH1659,Hyderabad,Chennai,1844,Road,TCI,8105,7534.07,24.638,25170900.61,Sunny,High,5,8.43,3.43,Delayed
SH1660,Kochi,Ahmedabad,8008,Ocean,Blue Dart,9154,44728.29,224.422,66419393.29,Rainy,High,16,16.55,0.55,On Time
SH1661,Kochi,Bengaluru,454,Road,Gati,4240,42667.54,210.591,134089310.8,Stormy,Low,1,2.04,1.04,Delayed
SH1662,Kolkata,Bengaluru,7150,Air,SCI,4815,35859.72,75.093,345617339.82,Sunny,Low,5,7.07,2.07,Delayed
SH1663,Mumbai,Bengaluru,10630,Air,SCI,2318,21252.53,69.334,216097941.78,Sunny,Low,8,8.94,0.94,On Time
SH1664,Bengaluru,Kochi,1918,Rail,Blue Dart,7687,84579.65,232.999,252025954.61,Foggy,Moderate,4,5.54,1.54,Delayed
SH1665,Delhi,Kolkata,12464,Ocean,Gati,4137,29113.85,104.989,46450925.51,Sunny,Moderate,24,31.75,7.75,Delayed
SH1666,Kolkata,Delhi,3522,Rail,TCI,2600,10284.61,23.854,25464750.3,Rainy,Low,8,9.63,1.63,Delayed
SH1667,Mumbai,Hyderabad,3009,Rail,SCI,8302,78291.27,178.92,164731903.81,Rainy,Low,7,8.02,1.02,Delayed
SH1668,Mumbai,Ahmedabad,1098,Road,Gati,7049,72842.66,268.53,409980403.95,Foggy,Low,3,3.45,0.45,On Time
SH1669,Hyderabad,Bengaluru,1858,Rail,Blue Dart,3709,7768.52,39.929,17925279.04,Foggy,Moderate,4,6.82,2.82,Delayed
SH1670,Hyderabad,Chennai,885,Rail,TCI,1880,14598.97,60.831,53434349.58,Sunny,High,3,3.39,0.39,On Time
SH1671,Mumbai,Hyderabad,5377,Ocean,CONCOR,5074,45292.14,116.117,75182598.29,Sunny,Moderate,10,10.08,0.08,On Time
SH1672,Ahmedabad,Mumbai,5750,Ocean,CONCOR,4077,12062.68,64.531,18501473.43,Rainy,High,11,19.77,8.77,Delayed
SH1673,Hyderabad,Bengaluru,530,Road,SCI,820,1193.06,5.501,5025636.65,Rainy,High,1,5.42,4.42,Delayed
SH1674,Kochi,Kolkata,654,Road,Gati,4458,27597.37,67.342,140451169.38,Sunny,Low,1,1.0,0.0,On Time
SH1675,Ahmedabad,Delhi,11989,Ocean,Blue Dart,6305,24178.76,65.327,25606963.69,Rainy,Low,23,22.87,-0.13,On Time
SH1676,Delhi,Mumbai,1530,Road,Gati,8634,60627.78,175.021,260959545.23,Stormy,Low,4,6.49,2.49,Delayed
SH1677,Chennai,Mumbai,1860,Road,Gati,5742,45452.78,161.824,253149434.91,Sunny,Low,5,5.57,0.57,On Time
SH1678,Kochi,Kolkata,13304,Ocean,CONCOR,6115,60989.3,327.721,106861630.77,Stormy,Low,26,31.72,5.72,Delayed
SH1679,Bengaluru,Kolkata,8712,Air,CONCOR,492,3750.27,9.927,35223465.58,Sunny,Moderate,7,6.97,-0.03,On Time
SH1680,Mumbai,Delhi,1140,Rail,Blue Dart,7912,30771.51,204.28,73595666.56,Sunny,High,3,4.44,1.44,Delayed
SH1681,Kolkata,Mumbai,9981,Air,Blue Dart,9571,41658.72,187.189,443439492.87,Sunny,Moderate,8,7.15,-0.85,On Time
SH1682,Kochi,Kolkata,1690,Rail,CONCOR,5970,67311.25,238.66,212846906.83,Sunny,Low,4,4.12,0.12,On Time
SH1683,Delhi,Hyderabad,1303,Road,SCI,9517,84829.3,304.649,281827851.09,Rainy,High,3,7.51,4.51,Delayed
SH1684,Bengaluru,Kochi,7460,Air,CONCOR,320,1447.62,4.221,15224283.56,Sunny,Moderate,6,6.09,0.09,On Time
SH1685,Mumbai,Bengaluru,8861,Ocean,SCI,7286,12168.91,72.779,11736474.6,Sunny,Moderate,17,16.9,-0.1,On Time
SH1686,Hyderabad,Kochi,1698,Rail,SCI,6486,47315.55,100.752,160690887.51,Foggy,High,4,7.89,3.89,Delayed
SH1687,Kochi,Delhi,719,Road,SCI,6761,42076.49,132.898,228812135.72,Sunny,Low,2,2.47,0.47,On Time
SH1688,Delhi,Ahmedabad,2056,Rail,TCI,3755,6539.59,37.503,19819125.41,Rainy,Moderate,5,6.77,1.77,Delayed
SH1689,Bengaluru,Delhi,10910,Air,Gati,3758,20949.55,134.047,178523150.18,Rainy,High,9,12.23,3.23,Delayed
SH1690,Bengaluru,Chennai,1066,Road,SCI,8115,23447.17,149.252,101180326.83,Rainy,Low,3,4.95,1.95,Delayed
SH1691,Chennai,Kolkata,1850,Road,CONCOR,8584,51355.24,209.839,160104773.19,Rainy,Low,5,6.24,1.24,Delayed
SH1692,Ahmedabad,Delhi,2315,Rail,CONCOR,2917,5850.65,14.862,13811224.92,Sunny,Low,5,5.13,0.13,On Time
SH1693,Kolkata,Bengaluru,1582,Road,SCI,7615,14904.05,42.803,61102812.19,Sunny,Low,4,4.66,0.66,On Time
SH1694,Mumbai,Kolkata,3065,Rail,CONCOR,865,5948.28,27.935,16765685.94,Foggy,Moderate,7,10.21,3.21,Delayed
SH1695,Hyderabad,Kolkata,1809,Road,Blue Dart,9079,40876.47,88.429,175419709.98,Rainy,High,5,7.53,2.53,Delayed
SH1696,Kochi,Bengaluru,3747,Rail,Gati,397,2240.8,5.255,6906371.48,Sunny,Low,9,8.08,-0.92,On Time
SH1697,Ahmedabad,Mumbai,6274,Ocean,CONCOR,2627,11101.08,31.227,11278838.88,Stormy,Moderate,12,16.26,4.26,Delayed
SH1698,Bengaluru,Delhi,6285,Ocean,SCI,7095,82656.07,201.017,91541937.12,Sunny,Moderate,12,13.02,1.02,Delayed
SH1699,Bengaluru,Hyderabad,6422,Ocean,SCI,2478,16581.33,53.649,18833107.87,Sunny,Low,12,12.29,0.29,On Time
SH1700,Hyderabad,Kolkata,4754,Ocean,TCI,776,7181.62,14.828,12249610.31,Sunny,Low,10,10.15,0.15,On Time
SH1701,Kolkata,Mumbai,3634,Air,Gati,1124,9583.98,63.659,135139441.44,Sunny,Moderate,3,4.11,1.11,Delayed
SH1702,Kochi,Chennai,13443,Ocean,CONCOR,3872,5133.76,12.474,5157162.24,Rainy,Low,26,26.88,0.88,On Time
SH1703,Ahmedabad,Delhi,2280,Rail,Blue Dart,8043,39352.55,81.159,101429477.28,Foggy,High,5,7.74,2.74,Delayed
SH1704,Chennai,Bengaluru,12422,Ocean,CONCOR,9440,36737.72,236.495,42061334.99,Sunny,Moderate,24,24.39,0.39,On Time
SH1705,Delhi,Kochi,2836,Rail,SCI,126,222.98,0.751,569472.33,Sunny,Low,7,7.95,0.95,On Time
SH1706,Kochi,Hyderabad,6659,Air,TCI,2469,23927.67,51.511,349055585.62,Stormy,Low,5,8.81,3.81,Delayed
SH1707,Ahmedabad,Bengaluru,445,Road,SCI,1708,15258.03,101.623,70581280.65,Foggy,Low,1,2.91,1.91,Delayed
SH1708,Delhi,Chennai,1993,Rail,SCI,5729,30138.14,94.422,74174109.22,Sunny,Low,4,5.33,1.33,Delayed
SH1709,Bengaluru,Kochi,9127,Air,Blue Dart,6726,55963.88,150.317,804026830.64,Sunny,Moderate,7,6.67,-0.33,On Time
SH1710,Mumbai,Kolkata,8412,Ocean,TCI,9830,58132.33,127.11,84414880.64,Rainy,High,16,18.27,2.27,Delayed
SH1711,Hyderabad,Ahmedabad,13643,Ocean,SCI,8604,68439.71,232.3,89020913.14,Rainy,Low,27,28.73,1.73,Delayed
SH1712,Bengaluru,Delhi,3318,Air,Blue Dart,5738,61059.95,190.903,720155334.99,Foggy,High,2,3.04,1.04,Delayed
SH1713,Kolkata,Ahmedabad,11874,Ocean,Gati,9975,82717.97,392.984,103346590.26,Sunny,Low,23,22.35,-0.65,On Time
SH1714,Mumbai,Hyderabad,8656,Ocean,Blue Dart,5480,57792.72,138.598,80388792.85,Rainy,High,17,17.33,0.33,On Time
SH1715,Chennai,Kolkata,9493,Ocean,Blue Dart,5664,30082.49,75.215,50641926.89,Sunny,Moderate,18,17.9,-0.1,On Time
SH1716,Ahmedabad,Kolkata,4329,Ocean,TCI,6792,74553.61,149.824,78215488.17,Sunny,High,10,10.41,0.41,On Time
SH1717,Chennai,Mumbai,5593,Air,SCI,9354,97439.23,390.99,1247932471.06,Rainy,Low,4,4.47,0.47,On Time
SH1718,Hyderabad,Kolkata,906,Road,CONCOR,1467,9250.99,20.09,36936107.35,Sunny,Moderate,2,2.74,0.74,On Time
SH1719,Kochi,Hyderabad,1224,Road,TCI,6443,19058.21,87.05,78861687.36,Sunny,Moderate,3,5.39,2.39,Delayed
SH1720,Bengaluru,Chennai,14102,Ocean,Gati,5825,66773.31,208.8,118721315.87,Sunny,High,28,28.34,0.34,On Time
SH1721,Delhi,Kochi,11217,Air,Gati,224,1393.95,6.196,11737732.97,Sunny,Low,9,8.59,-0.41,On Time
SH1722,Kolkata,Chennai,10436,Air,SCI,5724,14460.17,39.926,149785027.85,Rainy,Low,8,9.04,1.04,Delayed
SH1723,Kochi,Delhi,5018,Ocean,TCI,5243,2978.69,10.575,3017574.88,Foggy,Moderate,10,10.94,0.94,On Time
SH1724,Hyderabad,Kochi,4107,Ocean,SCI,9214,83447.22,255.874,84861568.6,Rainy,High,10,11.86,1.86,Delayed
SH1725,Kochi,Ahmedabad,4508,Ocean,TCI,3489,21634.4,83.325,34465322.66,Sunny,Low,10,10.31,0.31,On Time
SH1726,Kolkata,Chennai,7065,Ocean,TCI,956,2413.93,5.885,2828490.09,Sunny,Low,14,14.04,0.04,On Time
SH1727,Kochi,Hyderabad,13179,Ocean,CONCOR,2632,9856.29,42.55,15539633.81,Sunny,Moderate,26,26.11,0.11,On Time
SH1728,Bengaluru,Kolkata,1050,Road,Gati,6146,15340.91,31.615,81510564.4,Sunny,Low,3,3.08,0.08,On Time
SH1729,Ahmedabad,Bengaluru,1147,Rail,Blue Dart,4005,9574.02,22.191,32416965.19,Sunny,Low,3,1.96,-1.04,On Time
SH1730,Mumbai,Ahmedabad,10630,Ocean,CONCOR,615,569.55,1.688,883958.07,Sunny,Low,21,20.87,-0.13,On Time
SH1731,Hyderabad,Chennai,4540,Ocean,CONCOR,864,5119.37,15.823,8063417.61,Sunny,Moderate,10,10.81,0.81,On Time
SH1732,Mumbai,Kochi,2079,Rail,TCI,6213,31939.85,161.363,92205470.27,Sunny,Moderate,5,6.14,1.14,Delayed
SH1733,Delhi,Kochi,2935,Rail,TCI,2230,14500.02,70.95,45915384.84,Rainy,Low,7,7.09,0.09,On Time
SH1734,Kolkata,Delhi,7859,Ocean,SCI,1233,7133.39,30.631,10606970.89,Sunny,High,15,15.48,0.48,On Time
SH1735,Kochi,Hyderabad,5239,Ocean,Blue Dart,9574,42556.49,144.876,66607265.96,Rainy,High,10,9.71,-0.29,On Time
SH1736,Bengaluru,Kochi,1392,Road,TCI,5822,60064.08,255.946,322600453.24,Sunny,Moderate,3,3.97,0.97,On Time
SH1737,Bengaluru,Mumbai,1565,Road,SCI,5352,11549.24,24.464,48650432.32,Foggy,Moderate,4,7.27,3.27,Delayed
SH1738,Hyderabad,Ahmedabad,8889,Ocean,TCI,607,5354.66,12.13,6043779.25,Sunny,Moderate,17,16.93,-0.07,On Time
SH1739,Delhi,Bengaluru,1473,Road,CONCOR,8956,14250.51,53.462,57482072.73,Sunny,Moderate,4,5.12,1.12,Delayed
SH1740,Mumbai,Delhi,6063,Ocean,TCI,2027,1183.03,6.905,1561869.19,Sunny,Low,12,12.56,0.56,On Time
SH1741,Kolkata,Ahmedabad,8798,Ocean,Blue Dart,9465,67710.07,384.099,118656487.51,Sunny,High,17,16.55,-0.45,On Time
SH1742,Kolkata,Mumbai,2714,Rail,SCI,8889,15850.83,78.582,43577366.37,Sunny,Low,6,6.48,0.48,On Time
SH1743,Bengaluru,Chennai,14155,Ocean,Blue Dart,3948,29905.99,67.997,32666323.08,Rainy,Moderate,28,28.48,0.48,On Time
SH1744,Kolkata,Chennai,7939,Ocean,Gati,6071,49645.12,136.648,74496654.54,Sunny,High,15,14.91,-0.09,On Time
SH1745,Kolkata,Delhi,1245,Road,SCI,9704,28858.6,65.755,163502401.7,Rainy,Low,3,3.54,0.54,On Time
SH1746,Ahmedabad,Mumbai,6340,Ocean,SCI,9845,7934.38,22.886,9044986.54,Sunny,Moderate,12,13.3,1.3,Delayed
SH1747,Bengaluru,Delhi,312,Road,SCI,5928,15697.22,52.508,70663274.34,Rainy,Moderate,1,3.53,2.53,Delayed
SH1748,Mumbai,Delhi,3099,Rail,SCI,9912,47419.66,196.076,157884340.06,Stormy,Moderate,7,10.75,3.75,Delayed
SH1749,Kochi,Mumbai,11074,Ocean,Blue Dart,4046,11501.77,42.736,15646049.46,Sunny,Moderate,22,21.95,-0.05,On Time
SH1750,Mumbai,Bengaluru,14225,Ocean,TCI,2466,13598.89,36.703,16945360.94,Sunny,Moderate,28,27.57,-0.43,On Time
SH1751,Hyderabad,Delhi,7364,Air,CONCOR,1527,2585.84,5.951,21390333.14,Rainy,Low,6,7.88,1.88,Delayed
SH1752,Kolkata,Chennai,4056,Ocean,Gati,2293,22452.15,80.523,23913016.42,Sunny,Low,10,9.91,-0.09,On Time
SH1753,Delhi,Bengaluru,6293,Ocean,Blue Dart,8903,79777.62,355.99,86322593.82,Sunny,High,12,11.72,-0.28,On Time
SH1754,Kolkata,Delhi,4885,Air,TCI,1099,7080.27,16.214,83758822.34,Sunny,Low,4,4.04,0.04,On Time
SH1755,Ahmedabad,Kolkata,1276,Road,TCI,2689,16941.72,54.211,62922196.01,Rainy,Low,3,3.68,0.68,On Time
SH1756,Delhi,Mumbai,876,Road,CONCOR,3492,16604.42,40.571,85113201.45,Stormy,Moderate,2,3.06,1.06,Delayed
SH1757,Mumbai,Ahmedabad,4376,Ocean,SCI,4263,50171.32,219.033,73963218.68,Sunny,Low,10,10.42,0.42,On Time
SH1758,Kochi,Ahmedabad,8747,Air,TCI,7274,10851.83,22.712,115543491.36,Rainy,Moderate,7,8.02,1.02,Delayed
SH1759,Mumbai,Bengaluru,780,Road,Blue Dart,670,2381.52,6.006,12325219.96,Sunny,Low,2,1.34,-0.66,On Time
SH1760,Chennai,Kochi,9767,Ocean,TCI,7520,80652.01,257.06,121966261.09,Stormy,Low,19,26.03,7.03,Delayed
SH1761,Kolkata,Delhi,13915,Ocean,TCI,6843,64536.19,188.0,97786392.73,Sunny,Moderate,27,27.78,0.78,On Time
SH1762,Kolkata,Mumbai,7676,Air,Gati,2467,6064.12,16.322,66335976.3,Rainy,Low,6,7.68,1.68,Delayed
SH1763,Kolkata,Delhi,2460,Rail,Gati,4704,35077.38,92.11,94819020.15,Foggy,Moderate,6,7.68,1.68,Delayed
SH1764,Kolkata,Chennai,1688,Road,CONCOR,9593,34689.03,138.773,130452192.63,Stormy,Low,4,4.93,0.93,On Time
SH1765,Delhi,Ahmedabad,335,Road,SCI,6708,36472.82,124.583,121932070.18,Rainy,Moderate,1,3.28,2.28,Delayed
SH1766,Bengaluru,Delhi,1312,Road,TCI,4080,45856.65,105.8,241527134.21,Sunny,Moderate,3,4.73,1.73,Delayed
SH1767,Ahmedabad,Kochi,7469,Ocean,CONCOR,2598,6138.09,15.528,10671183.92,Sunny,Low,14,15.11,1.11,Delayed
SH1768,Mumbai,Bengaluru,4482,Air,CONCOR,7044,23527.5,55.169,292723181.05,Rainy,Low,3,4.04,1.04,Delayed
SH1769,Chennai,Kochi,4730,Ocean,Blue Dart,8650,51669.35,267.85,89877015.53,Sunny,Moderate,10,8.5,-1.5,On Time
SH1770,Hyderabad,Chennai,3666,Air,SCI,931,7911.75,20.054,102279518.05,Sunny,High,3,2.91,-0.09,On Time
SH1771,Mumbai,Chennai,10803,Air,TCI,6624,64800.66,156.112,680313640.55,Foggy,Low,9,10.92,1.92,Delayed
SH1772,Chennai,Kolkata,10263,Ocean,Blue Dart,5297,50547.69,145.128,89173368.38,Sunny,Low,20,19.31,-0.69,On Time
SH1773,Hyderabad,Bengaluru,331,Road,TCI,3369,12450.04,24.958,67430507.5,Rainy,High,1,5.95,4.95,Delayed
SH1774,Mumbai,Hyderabad,1827,Rail,TCI,7472,22769.14,69.163,67407432.65,Rainy,Moderate,4,6.89,2.89,Delayed
SH1775,Kochi,Chennai,10715,Air,Blue Dart,8390,85872.88,262.762,1136634329.38,Sunny,Low,8,7.85,-0.15,On Time
SH1776,Mumbai,Ahmedabad,5663,Ocean,SCI,2391,20794.23,60.404,35756106.49,Rainy,Moderate,11,12.24,1.24,Delayed
SH1777,Chennai,Kochi,5028,Ocean,Gati,6068,15757.71,32.842,25121850.09,Sunny,Low,10,9.73,-0.27,On Time
SH1778,Ahmedabad,Kochi,1778,Road,CONCOR,234,1110.13,2.756,3889152.1,Rainy,Moderate,5,6.76,1.76,Delayed
SH1779,Chennai,Mumbai,5152,Ocean,Blue Dart,9446,47765.67,163.403,68356606.36,Sunny,High,10,10.21,0.21,On Time
SH1780,Bengaluru,Mumbai,12890,Ocean,TCI,5831,60204.95,154.226,84098457.58,Stormy,Moderate,25,29.81,4.81,Delayed
SH1781,Hyderabad,Bengaluru,295,Road,TCI,3809,29618.8,65.527,96332724.32,Stormy,Moderate,1,4.52,3.52,Delayed
SH1782,Chennai,Mumbai,3830,Air,Blue Dart,4260,16859.12,47.851,179238889.49,Rainy,High,3,5.26,2.26,Delayed
SH1783,Bengaluru,Kochi,1822,Road,Blue Dart,6796,52929.48,211.525,268505398.38,Rainy,Low,5,4.84,-0.16,On Time
SH1784,Chennai,Mumbai,7866,Air,TCI,752,2978.35,14.285,32315721.2,Sunny,Moderate,6,5.79,-0.21,On Time
SH1785,Mumbai,Hyderabad,1201,Road,SCI,9742,76728.21,182.884,262144124.19,Stormy,Low,3,5.04,2.04,Delayed
